order_id,retailer_id,product_id,quantity,price,order_ts
4914,62,605,2,46.1,2024-10-09T11:56:28.820455
4915,301,776,1,9.43,2024-10-11T10:16:16.820455
4916,419,116,1,42.15,2024-12-12T17:22:49.820455
4917,99,58,1,25.86,2024-10-20T02:40:36.820455
4918,474,1545,1,20.46,2024-10-19T14:02:17.820455
4919,39,319,1,42.92,2024-09-27T06:20:50.820455
4920,317,1127,1,42.19,2024-10-12T22:55:53.820455
4920,317,1544,1,22.97,2024-10-12T22:55:53.820455
4921,155,902,1,24.18,2024-10-31T03:42:43.820455
4922,390,1517,1,111.14,2024-11-10T17:48:05.820455
4923,274,572,1,126.61,2024-11-22T16:02:31.820455
4924,23,1589,1,17.08,2024-10-08T15:06:04.820455
4925,99,1448,2,52.94,2025-01-29T01:40:24.820455
4925,99,518,2,15.15,2025-01-29T01:40:24.820455
4926,282,465,1,30.27,2024-11-22T19:38:28.820455
4926,282,1063,1,83.01,2024-11-22T19:38:28.820455
4926,282,75,2,5.0,2024-11-22T19:38:28.820455
4927,457,334,1,19.26,2024-10-04T06:50:54.820455
4928,500,248,1,19.64,2024-10-31T23:05:35.820455
4928,500,955,1,31.01,2024-10-31T23:05:35.820455
4928,500,1423,1,24.73,2024-10-31T23:05:35.820455
4929,459,657,1,33.49,2025-02-22T23:46:22.820455
4929,459,1445,1,45.59,2025-02-22T23:46:22.820455
4930,230,1953,1,16.05,2024-11-30T09:22:46.820455
4931,368,432,1,6.48,2024-11-27T14:43:20.820455
4932,467,716,2,80.05,2025-01-29T02:19:32.820455
4933,35,987,1,110.25,2024-10-09T04:01:33.820455
4934,215,288,1,53.02,2024-11-03T05:30:59.820455
4934,215,1714,1,65.23,2024-11-03T05:30:59.820455
4935,477,348,1,10.74,2024-11-29T04:47:32.820455
4936,405,1789,1,42.75,2025-08-26T11:14:36.820455
4937,86,1615,1,28.66,2024-11-13T08:15:41.820455
4938,141,1170,1,65.54,2025-02-14T15:08:28.820455
4939,149,659,1,38.8,2024-11-06T12:06:05.820455
4939,149,829,1,23.66,2024-11-06T12:06:05.820455
4940,490,1419,1,112.48,2025-02-21T07:03:38.820455
4940,490,173,1,31.13,2025-02-21T07:03:38.820455
4940,490,327,1,83.64,2025-02-21T07:03:38.820455
4941,32,174,1,43.51,2024-12-12T17:22:17.820455
4942,380,1435,1,28.97,2024-10-09T00:55:09.820455
4943,254,1500,1,53.2,2024-11-28T05:50:00.820455
4944,446,9,1,22.75,2024-09-28T05:08:32.820455
4944,446,981,1,62.09,2024-09-28T05:08:32.820455
4945,498,531,1,55.2,2025-03-14T13:10:37.820455
4945,498,1424,1,16.92,2025-03-14T13:10:37.820455
4946,85,1123,1,55.2,2025-07-20T02:23:05.820455
4946,85,386,1,37.35,2025-07-20T02:23:05.820455
4946,85,1438,1,119.81,2025-07-20T02:23:05.820455
4947,385,1950,1,31.78,2025-01-19T04:59:21.820455
4947,385,1469,1,12.72,2025-01-19T04:59:21.820455
4948,197,800,1,33.91,2025-01-24T06:55:36.820455
4949,400,1565,1,59.71,2024-10-02T00:39:19.820455
4950,206,978,1,5.0,2024-11-21T08:33:18.820455
4951,140,490,1,67.04,2025-01-08T17:58:51.820455
4952,95,1378,1,76.09,2024-11-04T10:34:40.820455
4953,82,1402,1,50.87,2024-10-19T07:16:08.820455
4954,112,1953,1,16.05,2024-11-27T08:00:18.820455
4955,357,446,1,56.58,2024-10-15T10:46:10.820455
4956,451,1577,2,9.1,2024-10-26T05:07:02.820455
4957,234,1673,2,24.21,2024-11-01T04:47:25.820455
4957,234,163,1,83.67,2024-11-01T04:47:25.820455
4958,363,511,1,41.11,2024-10-04T05:33:51.820455
4958,363,281,1,36.26,2024-10-04T05:33:51.820455
4959,133,1125,3,122.33,2024-10-11T21:29:37.820455
4960,437,853,1,19.89,2024-10-27T18:28:08.820455
4960,437,158,1,48.38,2024-10-27T18:28:08.820455
4961,152,1579,1,18.4,2024-10-08T20:13:23.820455
4961,152,1141,1,26.1,2024-10-08T20:13:23.820455
4962,283,1932,1,49.27,2024-09-27T14:47:00.820455
4963,88,1924,1,40.1,2024-09-27T18:35:59.820455
4963,88,380,1,17.35,2024-09-27T18:35:59.820455
4964,24,1162,1,207.01,2025-01-13T05:52:24.820455
4965,122,1820,1,15.03,2024-10-07T21:04:21.820455
4966,21,1192,1,11.39,2024-10-30T09:44:04.820455
4967,76,1545,1,20.46,2025-01-07T20:33:35.820455
4968,475,241,1,17.57,2024-11-25T15:17:17.820455
4969,139,1612,1,9.48,2024-10-20T12:19:21.820455
4970,329,342,1,40.24,2024-11-25T19:30:46.820455
4971,422,1504,1,33.03,2024-10-02T18:05:30.820455
4972,274,40,1,38.76,2024-10-06T14:40:37.820455
4972,274,1423,1,24.73,2024-10-06T14:40:37.820455
4973,1,1989,1,19.82,2024-10-16T10:03:48.820455
4973,1,281,1,36.26,2024-10-16T10:03:48.820455
4973,1,1339,1,24.28,2024-10-16T10:03:48.820455
4974,178,108,1,38.08,2025-03-23T09:28:56.820455
4975,310,1606,2,15.45,2024-10-02T23:53:09.820455
4975,310,435,1,110.15,2024-10-02T23:53:09.820455
4976,167,1749,1,38.54,2024-09-28T13:28:40.820455
4976,167,824,1,24.77,2024-09-28T13:28:40.820455
4977,485,1935,1,274.64,2025-03-31T06:26:43.820455
4978,136,1188,1,27.67,2024-10-28T15:18:41.820455
4978,136,113,1,34.75,2024-10-28T15:18:41.820455
4978,136,94,1,25.48,2024-10-28T15:18:41.820455
4979,210,28,1,44.73,2024-12-05T08:42:37.820455
4980,151,1197,1,32.6,2025-02-01T22:15:59.820455
4981,30,730,1,17.77,2024-11-26T09:14:14.820455
4982,418,1208,1,19.49,2024-10-29T10:49:33.820455
4983,422,1834,1,41.67,2024-10-26T23:23:22.820455
4984,113,1221,1,12.81,2024-10-01T20:37:48.820455
4985,91,1282,1,29.31,2024-10-20T19:46:01.820455
4985,91,1703,1,55.02,2024-10-20T19:46:01.820455
4985,91,618,1,59.18,2024-10-20T19:46:01.820455
4986,498,237,1,6.55,2025-01-13T11:00:58.820455
4987,276,1523,1,27.63,2024-10-20T10:22:44.820455
4987,276,532,1,8.77,2024-10-20T10:22:44.820455
4987,276,327,1,83.64,2024-10-20T10:22:44.820455
4988,445,1488,1,8.1,2025-05-19T07:40:58.820455
4989,55,257,1,91.24,2024-12-05T00:21:16.820455
4990,485,919,1,23.17,2024-10-11T10:15:07.820455
4991,132,1262,1,35.19,2024-12-24T09:14:50.820455
4992,325,1493,1,21.09,2024-10-31T08:27:01.820455
4992,325,1531,1,37.07,2024-10-31T08:27:01.820455
4993,283,1547,1,14.9,2025-04-22T17:57:10.820455
4994,419,1104,2,29.62,2024-11-30T02:32:47.820455
4994,419,1986,1,49.92,2024-11-30T02:32:47.820455
4995,113,783,1,44.89,2024-11-30T22:15:10.820455
4995,113,1645,1,14.16,2024-11-30T22:15:10.820455
4996,138,1192,2,11.39,2024-11-02T17:52:17.820455
4997,298,1112,1,39.41,2024-11-03T09:22:38.820455
4998,414,986,1,13.11,2024-11-21T00:50:43.820455
4999,80,955,1,31.01,2024-09-28T02:41:14.820455
4999,80,1404,1,58.86,2024-09-28T02:41:14.820455
5000,119,1101,1,73.58,2024-10-09T02:14:41.820455
5001,189,1780,1,19.03,2024-10-04T15:50:51.820455
5001,189,298,1,42.34,2024-10-04T15:50:51.820455
5001,189,932,1,149.15,2024-10-04T15:50:51.820455
5002,462,1336,1,25.29,2024-10-18T03:53:13.820455
5002,462,1608,1,121.48,2024-10-18T03:53:13.820455
5003,48,1358,1,45.31,2024-10-04T04:30:15.820455
5004,93,1070,1,43.69,2024-12-05T03:10:22.820455
5004,93,276,1,47.93,2024-12-05T03:10:22.820455
5004,93,1542,1,136.7,2024-12-05T03:10:22.820455
5005,95,330,1,54.74,2024-10-17T16:51:32.820455
5005,95,1732,1,25.04,2024-10-17T16:51:32.820455
5006,97,493,1,35.23,2024-11-08T07:11:15.820455
5007,252,546,1,17.5,2024-09-30T17:00:55.820455
5008,332,688,1,24.54,2024-11-30T20:42:57.820455
5009,11,896,1,55.64,2024-11-07T21:44:22.820455
5009,11,1086,1,46.71,2024-11-07T21:44:22.820455
5009,11,1566,1,26.44,2024-11-07T21:44:22.820455
5010,84,299,1,63.45,2025-03-15T16:55:04.820455
5011,419,1493,1,21.09,2024-12-10T00:47:57.820455
5011,419,79,1,35.64,2024-12-10T00:47:57.820455
5012,352,446,1,56.58,2024-11-25T08:34:37.820455
5012,352,1757,1,29.67,2024-11-25T08:34:37.820455
5013,97,1137,1,85.76,2024-10-04T12:58:32.820455
5014,74,1779,1,23.49,2024-10-16T13:04:12.820455
5015,219,916,1,41.4,2025-03-23T19:22:34.820455
5016,233,1426,2,6.87,2024-10-14T09:56:06.820455
5017,497,1019,1,25.63,2024-12-31T01:06:06.820455
5018,52,1783,1,9.94,2025-07-18T05:37:34.820455
5019,71,864,1,139.31,2024-10-02T10:52:34.820455
5019,71,1663,1,6.06,2024-10-02T10:52:34.820455
5019,71,967,1,19.28,2024-10-02T10:52:34.820455
5020,309,1453,1,40.15,2024-12-31T14:04:40.820455
5021,194,1909,1,12.74,2024-11-12T00:25:39.820455
5022,11,1669,1,64.88,2024-10-03T14:27:11.820455
5023,424,709,1,6.26,2025-01-04T10:56:25.820455
5024,391,772,1,21.12,2024-10-09T09:54:42.820455
5025,479,1106,1,14.41,2024-09-28T12:02:22.820455
5026,68,1001,1,101.44,2024-10-18T19:29:19.820455
5027,395,1870,1,23.84,2024-11-11T13:29:26.820455
5028,138,217,1,17.85,2024-09-26T15:38:24.820455
5029,481,1495,1,113.71,2024-11-15T09:17:21.820455
5029,481,1252,1,64.51,2024-11-15T09:17:21.820455
5029,481,832,1,15.88,2024-11-15T09:17:21.820455
5030,308,751,1,15.82,2025-01-27T10:56:18.820455
5030,308,841,1,31.83,2025-01-27T10:56:18.820455
5031,406,77,1,35.5,2024-10-19T10:47:20.820455
5032,491,904,1,92.09,2024-12-14T14:19:07.820455
5033,278,1753,1,19.62,2024-10-04T22:46:02.820455
5033,278,968,2,139.88,2024-10-04T22:46:02.820455
5033,278,1513,1,18.66,2024-10-04T22:46:02.820455
5034,437,1784,1,60.83,2024-10-03T13:32:25.820455
5035,104,1628,1,92.28,2024-10-10T15:30:58.820455
5036,246,481,1,29.89,2024-09-28T06:56:23.820455
5037,457,1467,1,125.95,2025-02-22T02:37:27.820455
5038,418,1766,1,16.87,2024-10-31T16:23:12.820455
5038,418,304,1,53.96,2024-10-31T16:23:12.820455
5039,158,720,1,31.64,2025-01-04T22:31:32.820455
5039,158,1249,1,39.93,2025-01-04T22:31:32.820455
5040,246,1220,1,184.22,2024-09-26T16:04:21.820455
5041,125,887,1,52.83,2024-11-19T12:28:52.820455
5042,279,482,1,15.42,2024-11-21T20:11:05.820455
5042,279,1861,1,29.74,2024-11-21T20:11:05.820455
5042,279,1616,3,426.02,2024-11-21T20:11:05.820455
5043,322,859,2,21.29,2025-01-21T06:14:21.820455
5043,322,1601,1,28.61,2025-01-21T06:14:21.820455
5043,322,1370,1,16.32,2025-01-21T06:14:21.820455
5044,64,911,2,25.89,2024-10-02T11:13:08.820455
5045,423,148,1,11.51,2024-10-18T12:04:05.820455
5046,53,368,1,33.45,2024-09-27T06:16:36.820455
5047,152,1083,1,25.6,2025-02-01T14:10:52.820455
5047,152,1634,1,75.49,2025-02-01T14:10:52.820455
5048,262,1145,1,28.83,2024-11-02T01:34:01.820455
5048,262,1286,1,11.42,2024-11-02T01:34:01.820455
5048,262,1229,1,71.6,2024-11-02T01:34:01.820455
5049,73,923,1,36.83,2024-09-27T10:29:27.820455
5050,468,1012,1,38.79,2024-10-14T18:36:50.820455
5051,13,1026,1,46.95,2025-01-18T18:41:59.820455
5051,13,24,1,10.59,2025-01-18T18:41:59.820455
5052,219,985,1,33.02,2025-01-09T00:28:41.820455
5053,76,877,1,21.89,2024-09-28T23:18:38.820455
5053,76,344,1,22.07,2024-09-28T23:18:38.820455
5054,336,1722,1,26.91,2024-09-26T20:53:26.820455
5055,116,1013,1,174.2,2024-10-25T00:27:18.820455
5056,352,56,1,69.76,2024-12-24T14:32:22.820455
5057,252,13,1,40.19,2024-10-10T16:37:13.820455
5057,252,1399,1,86.52,2024-10-10T16:37:13.820455
5058,57,1944,1,25.16,2024-10-19T18:37:17.820455
5059,53,133,1,14.16,2024-10-16T20:42:26.820455
5060,183,1895,1,30.86,2025-08-05T13:13:28.820455
5060,183,429,1,77.23,2025-08-05T13:13:28.820455
5061,316,21,1,106.97,2024-09-27T22:35:50.820455
5061,316,551,1,35.49,2024-09-27T22:35:50.820455
5061,316,600,1,44.78,2024-09-27T22:35:50.820455
5062,61,263,1,5.0,2024-11-04T23:34:19.820455
5063,473,462,1,34.06,2024-12-20T13:32:04.820455
5064,459,1398,1,15.22,2024-11-18T12:01:30.820455
5065,310,780,1,54.41,2024-10-15T15:56:54.820455
5066,92,1022,1,20.93,2024-11-28T02:03:10.820455
5067,272,912,2,39.46,2024-11-24T22:38:17.820455
5067,272,1057,1,32.45,2024-11-24T22:38:17.820455
5068,308,232,1,39.38,2024-10-02T17:03:00.820455
5069,348,73,1,32.18,2025-02-01T01:55:46.820455
5070,77,492,1,108.2,2024-10-28T21:25:35.820455
5071,320,1678,1,111.84,2025-01-25T20:53:47.820455
5072,179,1058,1,84.62,2024-10-19T14:13:50.820455
5072,179,38,2,6.91,2024-10-19T14:13:50.820455
5073,139,980,1,60.85,2025-01-13T04:37:26.820455
5074,339,404,3,34.38,2025-03-02T23:53:09.820455
5075,478,163,1,83.67,2025-01-23T20:06:35.820455
5075,478,1802,1,31.55,2025-01-23T20:06:35.820455
5076,416,1289,1,13.7,2024-10-29T13:13:38.820455
5077,404,787,1,64.53,2024-09-30T10:31:34.820455
5077,404,749,2,20.3,2024-09-30T10:31:34.820455
5077,404,664,1,21.44,2024-09-30T10:31:34.820455
5078,442,1382,1,22.41,2024-10-04T15:51:31.820455
5078,442,556,1,23.82,2024-10-04T15:51:31.820455
5079,399,569,1,7.41,2024-10-31T10:19:33.820455
5080,76,872,1,17.49,2024-11-05T22:06:25.820455
5081,76,769,1,20.05,2024-11-04T00:40:05.820455
5082,229,182,1,16.68,2024-09-27T03:51:58.820455
5083,418,764,1,30.67,2025-03-24T12:53:51.820455
5083,418,625,1,118.46,2025-03-24T12:53:51.820455
5083,418,118,1,13.0,2025-03-24T12:53:51.820455
5084,58,1968,1,29.34,2024-12-12T07:29:08.820455
5085,219,888,1,24.84,2025-01-05T20:35:09.820455
5086,75,842,1,56.82,2024-12-14T13:44:24.820455
5086,75,1811,1,22.5,2024-12-14T13:44:24.820455
5086,75,1650,2,262.87,2024-12-14T13:44:24.820455
5087,166,1214,1,67.76,2024-12-05T15:05:25.820455
5087,166,1957,1,6.0,2024-12-05T15:05:25.820455
5088,94,1752,1,56.96,2024-10-19T00:27:54.820455
5089,181,480,1,81.1,2024-11-30T22:04:22.820455
5090,254,1766,1,16.87,2024-11-13T01:52:41.820455
5091,247,1336,1,25.29,2025-01-10T01:31:05.820455
5092,309,762,1,36.51,2024-10-07T09:37:29.820455
5092,309,1045,1,28.84,2024-10-07T09:37:29.820455
5092,309,701,1,21.8,2024-10-07T09:37:29.820455
5093,171,1238,1,21.27,2024-11-25T15:28:45.820455
5093,171,1698,1,19.26,2024-11-25T15:28:45.820455
5094,411,86,2,22.17,2024-12-13T10:15:24.820455
5095,472,818,1,67.47,2025-03-02T19:24:00.820455
5096,197,152,1,43.69,2024-10-09T01:41:23.820455
5097,282,770,1,141.17,2024-10-17T04:32:45.820455
5098,276,1539,1,12.99,2025-02-02T05:52:51.820455
5098,276,1127,1,42.19,2025-02-02T05:52:51.820455
5098,276,369,2,35.81,2025-02-02T05:52:51.820455
5099,253,408,1,29.55,2024-10-14T05:50:01.820455
5100,275,401,1,9.25,2024-11-14T18:49:30.820455
5100,275,867,1,41.62,2024-11-14T18:49:30.820455
5101,197,729,1,21.5,2024-10-26T13:29:28.820455
5102,298,1335,1,37.3,2024-11-08T01:48:20.820455
5103,270,1643,1,31.07,2024-12-01T07:29:12.820455
5104,398,949,1,31.93,2024-11-18T18:25:57.820455
5105,360,1431,1,42.35,2024-12-14T13:37:25.820455
5106,121,1372,1,130.24,2024-12-21T23:36:58.820455
5106,121,441,1,45.03,2024-12-21T23:36:58.820455
5107,2,1696,2,156.2,2024-10-13T17:50:53.820455
5107,2,914,1,116.98,2024-10-13T17:50:53.820455
5108,436,662,1,21.38,2024-09-30T11:04:17.820455
5109,186,435,1,110.15,2024-11-24T06:46:36.820455
5109,186,406,1,54.5,2024-11-24T06:46:36.820455
5110,243,1163,1,10.9,2025-05-02T15:18:39.820455
5111,472,1797,1,25.66,2024-10-13T14:27:27.820455
5111,472,1323,1,31.3,2024-10-13T14:27:27.820455
5112,31,1573,2,41.88,2024-10-23T23:09:58.820455
5113,185,1623,1,69.09,2024-10-03T15:31:13.820455
5114,151,1741,1,30.46,2024-11-04T03:12:33.820455
5114,151,1476,1,55.62,2024-11-04T03:12:33.820455
5115,74,311,1,27.82,2024-10-20T06:31:35.820455
5115,74,188,2,31.24,2024-10-20T06:31:35.820455
5116,498,1651,1,52.65,2024-10-30T01:46:40.820455
5117,125,1433,1,65.92,2024-10-02T18:07:10.820455
5117,125,1552,1,28.14,2024-10-02T18:07:10.820455
5117,125,923,1,36.83,2024-10-02T18:07:10.820455
5118,424,969,1,32.07,2024-11-04T18:37:26.820455
5118,424,1023,1,32.48,2024-11-04T18:37:26.820455
5119,29,743,1,20.09,2024-11-25T15:27:50.820455
5120,61,1056,1,19.35,2024-11-18T15:39:22.820455
5120,61,850,1,21.65,2024-11-18T15:39:22.820455
5121,194,378,1,38.35,2024-10-01T11:24:22.820455
5122,357,735,1,75.44,2024-11-14T01:54:36.820455
5123,191,1540,3,5.0,2024-11-30T12:24:57.820455
5124,360,1486,1,69.83,2024-10-27T14:18:23.820455
5125,340,1383,2,186.02,2024-11-06T07:37:21.820455
5126,38,483,1,9.16,2024-12-03T03:48:27.820455
5127,429,571,1,33.61,2024-10-31T08:04:16.820455
5127,429,1481,1,59.02,2024-10-31T08:04:16.820455
5128,446,915,1,30.68,2024-09-29T16:12:21.820455
5128,446,935,1,47.09,2024-09-29T16:12:21.820455
5129,16,1067,1,11.75,2024-12-30T15:47:41.820455
5130,188,1474,1,33.51,2024-11-14T15:35:26.820455
5130,188,512,2,31.81,2024-11-14T15:35:26.820455
5131,41,887,1,52.83,2024-11-22T19:22:07.820455
5132,40,1409,1,25.58,2025-01-13T10:54:04.820455
5133,292,1575,3,48.09,2024-10-15T01:36:39.820455
5134,77,1337,1,20.27,2024-12-16T17:05:19.820455
5135,241,947,1,9.77,2024-09-28T15:32:53.820455
5136,384,482,1,15.42,2024-12-03T05:39:02.820455
5137,358,559,1,45.4,2025-01-09T21:21:06.820455
5138,241,1012,1,38.79,2024-09-29T01:25:48.820455
5138,241,938,1,58.36,2024-09-29T01:25:48.820455
5139,370,69,1,44.23,2024-10-22T22:43:44.820455
5140,228,1443,1,38.28,2024-10-26T09:55:30.820455
5141,356,1677,1,87.68,2025-01-16T10:55:40.820455
5141,356,1097,2,35.27,2025-01-16T10:55:40.820455
5142,147,178,1,105.94,2025-01-04T14:29:52.820455
5143,80,1551,1,30.57,2024-10-06T12:37:53.820455
5143,80,1787,1,25.86,2024-10-06T12:37:53.820455
5144,452,2,1,29.65,2024-10-03T09:50:16.820455
5144,452,1876,1,101.14,2024-10-03T09:50:16.820455
5145,17,65,1,63.44,2024-10-06T08:26:39.820455
5146,385,915,1,30.68,2025-02-16T16:46:00.820455
5147,258,922,1,14.57,2024-12-21T16:17:06.820455
5147,258,827,1,117.17,2024-12-21T16:17:06.820455
5148,6,927,1,21.18,2024-11-23T00:52:44.820455
5149,427,63,1,13.67,2024-11-21T01:52:13.820455
5150,349,924,1,18.91,2024-11-20T02:59:14.820455
5151,284,887,1,52.83,2024-12-04T19:50:32.820455
5152,471,1227,1,34.3,2024-10-29T07:16:30.820455
5153,257,1714,2,65.23,2024-10-11T21:35:21.820455
5154,364,1051,1,20.08,2024-10-14T18:43:23.820455
5154,364,1134,1,47.6,2024-10-14T18:43:23.820455
5155,217,1135,1,27.24,2024-10-09T16:09:21.820455
5156,140,1271,1,79.28,2024-12-24T13:47:39.820455
5156,140,1449,1,89.18,2024-12-24T13:47:39.820455
5157,268,1289,1,13.7,2025-05-03T00:11:36.820455
5158,487,204,1,76.94,2025-01-17T15:00:10.820455
5159,381,303,1,60.21,2024-11-16T18:09:38.820455
5160,206,327,1,83.64,2024-11-17T08:59:08.820455
5161,29,1616,1,426.02,2024-10-31T18:25:01.820455
5162,201,990,1,33.84,2024-10-21T17:08:06.820455
5162,201,652,1,81.55,2024-10-21T17:08:06.820455
5163,422,7,1,117.14,2025-01-06T06:48:36.820455
5164,310,154,1,39.88,2024-10-15T13:15:28.820455
5164,310,1700,1,38.23,2024-10-15T13:15:28.820455
5165,419,1870,1,23.84,2025-02-03T03:30:07.820455
5166,245,704,1,10.73,2024-09-26T21:50:59.820455
5167,335,340,1,21.09,2024-12-17T09:49:02.820455
5167,335,1731,1,27.69,2024-12-17T09:49:02.820455
5168,208,144,1,38.39,2024-10-06T00:17:57.820455
5169,85,155,1,41.87,2025-01-11T12:26:14.820455
5169,85,843,1,13.49,2025-01-11T12:26:14.820455
5170,412,1227,1,34.3,2024-09-30T23:58:19.820455
5171,332,685,1,12.46,2025-01-01T01:53:32.820455
5172,100,913,1,40.43,2025-02-14T20:16:27.820455
5173,56,1664,2,20.36,2024-12-05T14:14:52.820455
5173,56,1701,1,43.84,2024-12-05T14:14:52.820455
5173,56,1173,1,35.99,2024-12-05T14:14:52.820455
5174,40,376,1,17.92,2024-10-05T23:39:09.820455
5174,40,72,1,113.34,2024-10-05T23:39:09.820455
5175,309,1100,1,43.69,2025-01-23T22:39:39.820455
5176,15,737,2,40.64,2024-10-21T19:10:04.820455
5177,145,1537,1,49.94,2024-10-18T16:22:22.820455
5178,278,182,1,16.68,2024-11-15T14:19:23.820455
5179,34,853,1,19.89,2025-05-17T18:09:44.820455
5180,306,1489,1,9.77,2025-03-13T10:50:47.820455
5180,306,1802,1,31.55,2025-03-13T10:50:47.820455
5181,388,1665,1,93.47,2024-11-11T21:42:05.820455
5182,97,753,1,15.17,2025-01-20T06:32:00.820455
5183,104,1091,2,31.27,2025-02-06T09:41:23.820455
5184,476,217,2,17.85,2024-09-26T11:37:31.820455
5185,124,1199,1,39.61,2024-10-03T20:14:49.820455
5185,124,271,1,104.9,2024-10-03T20:14:49.820455
5185,124,1404,1,58.86,2024-10-03T20:14:49.820455
5186,44,441,1,45.03,2024-09-29T07:12:16.820455
5186,44,1962,1,41.61,2024-09-29T07:12:16.820455
5187,290,192,1,65.7,2024-11-16T12:04:50.820455
5188,289,1592,1,5.0,2024-12-03T04:03:42.820455
5189,24,1118,1,31.62,2025-01-08T12:11:46.820455
5190,162,320,1,29.84,2024-12-16T13:50:26.820455
5191,484,413,1,9.71,2024-11-09T21:40:58.820455
5192,5,204,1,76.94,2024-12-21T23:25:55.820455
5193,385,490,1,67.04,2024-12-10T20:43:44.820455
5193,385,1819,1,27.97,2024-12-10T20:43:44.820455
5194,491,1474,1,33.51,2024-10-01T00:56:33.820455
5195,257,1931,1,12.38,2024-10-24T17:32:32.820455
5196,162,642,1,125.87,2024-10-21T00:40:11.820455
5197,372,1379,1,20.4,2024-10-07T23:24:09.820455
5197,372,1059,1,51.16,2024-10-07T23:24:09.820455
5198,499,91,1,35.79,2025-01-20T15:09:45.820455
5199,360,117,1,32.21,2024-11-27T13:59:32.820455
5200,170,96,1,10.27,2024-09-29T01:16:32.820455
5201,460,1805,1,7.83,2024-12-20T04:46:54.820455
5202,52,1982,1,10.98,2025-01-29T04:43:50.820455
5202,52,1599,1,33.67,2025-01-29T04:43:50.820455
5203,414,1208,1,19.49,2024-12-28T15:54:54.820455
5203,414,1507,1,57.81,2024-12-28T15:54:54.820455
5203,414,461,1,159.46,2024-12-28T15:54:54.820455
5204,13,1883,1,12.34,2025-05-06T07:49:31.820455
5205,408,682,1,13.42,2024-11-06T00:21:33.820455
5206,245,949,1,31.93,2024-10-30T07:47:44.820455
5207,445,624,1,97.16,2024-11-12T11:48:32.820455
5208,149,709,1,6.26,2024-09-29T16:19:00.820455
5208,149,235,1,184.04,2024-09-29T16:19:00.820455
5208,149,1137,1,85.76,2024-09-29T16:19:00.820455
5209,78,1658,1,95.02,2024-10-18T03:18:29.820455
5209,78,1331,1,112.69,2024-10-18T03:18:29.820455
5210,41,1820,2,15.03,2024-10-05T09:14:13.820455
5211,48,731,2,38.73,2024-10-14T18:52:41.820455
5211,48,1690,3,26.92,2024-10-14T18:52:41.820455
5211,48,1736,1,9.09,2024-10-14T18:52:41.820455
5212,453,1441,1,56.28,2025-03-11T18:17:54.820455
5213,414,943,1,55.71,2024-10-02T10:15:58.820455
5213,414,515,1,20.88,2024-10-02T10:15:58.820455
5213,414,289,1,41.46,2024-10-02T10:15:58.820455
5214,73,1894,1,30.34,2024-09-26T16:18:37.820455
5215,494,1915,1,7.84,2024-10-29T04:42:37.820455
5216,265,323,1,17.21,2025-01-15T08:36:37.820455
5216,265,1203,1,36.52,2025-01-15T08:36:37.820455
5217,334,341,1,17.15,2024-10-14T05:29:57.820455
5218,477,677,1,13.62,2025-01-05T22:52:38.820455
5219,230,989,1,27.75,2024-11-12T15:13:25.820455
5220,174,161,1,15.18,2024-10-12T21:02:10.820455
5220,174,1494,1,38.38,2024-10-12T21:02:10.820455
5221,185,618,1,59.18,2025-01-02T09:08:48.820455
5222,439,957,1,43.56,2024-10-17T02:08:08.820455
5222,439,1306,1,16.14,2024-10-17T02:08:08.820455
5223,21,456,1,17.56,2025-03-01T00:33:36.820455
5224,123,1087,1,75.51,2024-11-16T18:02:59.820455
5224,123,1219,1,16.97,2024-11-16T18:02:59.820455
5225,313,1887,1,17.33,2024-11-16T08:32:33.820455
5225,313,1896,1,24.63,2024-11-16T08:32:33.820455
5225,313,488,1,13.94,2024-11-16T08:32:33.820455
5226,39,1362,2,52.64,2024-10-13T15:59:44.820455
5227,291,1079,1,110.01,2024-09-28T09:18:14.820455
5228,255,1817,1,5.92,2025-01-06T13:59:36.820455
5228,255,50,1,8.08,2025-01-06T13:59:36.820455
5229,413,1246,1,12.44,2025-01-04T10:59:27.820455
5230,74,1964,1,55.49,2024-10-11T21:43:01.820455
5231,281,1959,1,77.08,2024-09-29T13:37:14.820455
5232,256,46,1,18.62,2024-11-14T13:52:24.820455
5233,233,957,1,43.56,2024-12-15T21:52:08.820455
5234,87,1956,1,99.44,2024-11-16T21:12:34.820455
5235,83,1939,1,78.94,2024-12-17T12:55:43.820455
5236,144,204,1,76.94,2024-10-17T07:26:13.820455
5237,187,472,1,5.25,2024-11-07T23:18:45.820455
5238,46,831,1,11.3,2024-11-28T13:02:12.820455
5239,92,1788,2,18.14,2024-12-29T03:13:19.820455
5240,133,725,1,37.97,2024-11-07T03:40:40.820455
5241,132,1760,1,94.82,2024-10-20T02:32:28.820455
5242,333,463,2,18.92,2024-12-02T15:33:37.820455
5242,333,61,1,22.57,2024-12-02T15:33:37.820455
5243,482,1248,1,17.89,2025-02-06T14:57:37.820455
5243,482,446,1,56.58,2025-02-06T14:57:37.820455
5244,498,1918,1,20.15,2024-11-14T07:09:14.820455
5245,250,1222,1,42.43,2024-10-08T11:53:18.820455
5246,187,1244,1,14.71,2024-10-30T20:52:57.820455
5247,206,41,1,59.79,2024-09-30T01:20:21.820455
5248,439,308,1,20.63,2024-10-08T09:00:32.820455
5248,439,263,1,5.0,2024-10-08T09:00:32.820455
